#,Date-Time (French Polynesia Standard Time),Ch: 1 - Temperature   (°C),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,03/18/2022 17:00:00,29.30,4913.92,,,,
2,03/18/2022 17:01:00,29.30,4811.52,,,,
3,03/18/2022 17:02:00,29.30,4701.44,,,,
4,03/18/2022 17:03:00,29.34,4588.80,,,,
5,03/18/2022 17:04:00,29.30,4481.28,,,,
6,03/18/2022 17:05:00,29.30,4404.48,,,,
7,03/18/2022 17:06:00,29.26,4320.00,,,,
8,03/18/2022 17:07:00,29.26,4226.56,,,,
9,03/18/2022 17:08:00,29.26,4130.56,,,,
10,03/18/2022 17:09:00,29.30,4033.28,,,,
11,03/18/2022 17:10:00,29.26,3929.60,,,,
12,03/18/2022 17:11:00,29.26,3827.20,,,,
13,03/18/2022 17:12:00,29.26,3623.68,,,,
14,03/18/2022 17:13:00,29.21,3237.12,,,,
15,03/18/2022 17:14:00,29.21,2814.72,,,,
16,03/18/2022 17:15:00,29.21,2449.28,,,,
17,03/18/2022 17:16:00,29.17,2074.88,,,,
18,03/18/2022 17:17:00,29.17,1868.16,,,,
19,03/18/2022 17:18:00,29.17,1808.64,,,,
20,03/18/2022 17:19:00,29.17,1765.12,,,,
21,03/18/2022 17:20:00,29.08,1704.96,,,,
22,03/18/2022 17:21:00,29.13,1630.08,,,,
23,03/18/2022 17:22:00,29.08,1590.40,,,,
24,03/18/2022 17:23:00,29.08,1568.00,,,,
25,03/18/2022 17:24:00,29.08,1553.28,,,,
26,03/18/2022 17:25:00,29.08,1541.12,,,,
27,03/18/2022 17:26:00,29.08,1528.32,,,,
28,03/18/2022 17:27:00,29.08,1509.12,,,,
29,03/18/2022 17:28:00,29.08,1498.88,,,,
30,03/18/2022 17:29:00,29.08,1484.16,,,,
31,03/18/2022 17:30:00,29.08,1466.24,,,,
32,03/18/2022 17:31:00,29.04,1447.04,,,,
33,03/18/2022 17:32:00,29.04,1424.64,,,,
34,03/18/2022 17:33:00,29.08,1400.32,,,,
35,03/18/2022 17:34:00,29.08,1373.44,,,,
36,03/18/2022 17:35:00,29.08,1353.60,,,,
37,03/18/2022 17:36:00,29.04,1323.52,,,,
38,03/18/2022 17:37:00,29.00,1290.56,,,,
39,03/18/2022 17:38:00,29.04,1248.64,,,,
40,03/18/2022 17:39:00,29.04,1220.48,,,,
41,03/18/2022 17:40:00,29.04,1189.76,,,,
42,03/18/2022 17:41:00,29.04,1153.60,,,,
43,03/18/2022 17:42:00,29.04,1118.08,,,,
44,03/18/2022 17:43:00,29.04,1084.16,,,,
45,03/18/2022 17:44:00,29.00,1048.64,,,,
46,03/18/2022 17:45:00,29.00,1008.96,,,,
47,03/18/2022 17:46:00,29.00,978.56,,,,
48,03/18/2022 17:47:00,28.95,940.48,,,,
49,03/18/2022 17:48:00,29.00,903.36,,,,
50,03/18/2022 17:49:00,29.00,864.00,,,,
51,03/18/2022 17:50:00,29.00,829.12,,,,
52,03/18/2022 17:51:00,29.00,792.96,,,,
53,03/18/2022 17:52:00,29.00,753.92,,,,
54,03/18/2022 17:53:00,28.95,714.24,,,,
55,03/18/2022 17:54:00,29.00,676.80,,,,
56,03/18/2022 17:55:00,29.00,640.48,,,,
57,03/18/2022 17:56:00,28.91,605.76,,,,
58,03/18/2022 17:57:00,28.95,568.32,,,,
59,03/18/2022 17:58:00,29.00,532.80,,,,
60,03/18/2022 17:59:00,28.95,497.76,,,,
61,03/18/2022 18:00:00,28.91,463.84,,,,
62,03/18/2022 18:01:00,28.91,430.40,,,,
63,03/18/2022 18:02:00,28.95,397.28,,,,
64,03/18/2022 18:03:00,28.95,364.96,,,,
65,03/18/2022 18:04:00,28.91,334.08,,,,
66,03/18/2022 18:05:00,28.95,303.28,,,,
67,03/18/2022 18:06:00,28.95,274.88,,,,
68,03/18/2022 18:07:00,28.95,245.84,,,,
69,03/18/2022 18:08:00,28.95,218.96,,,,
70,03/18/2022 18:09:00,28.91,192.96,,,,
71,03/18/2022 18:10:00,28.91,168.64,,,,
72,03/18/2022 18:11:00,28.91,145.20,,,,
73,03/18/2022 18:12:00,28.87,123.32,,,,
74,03/18/2022 18:13:00,28.91,105.48,,,,
75,03/18/2022 18:14:00,28.91,89.24,,,,
76,03/18/2022 18:15:00,28.91,75.42,,,,
77,03/18/2022 18:16:00,28.91,63.28,,,,
